Content Type,Genre,Original Content,Transformed Content
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Adventure,The adventurer had a romantic encounter.,The book described a close friendship.
adult,Adventure,The adventurer had a romantic encounter.,The hero's journey had adventurous themes.
adult,Adventure,The hero's journey had mature themes.,The story included a fun love scene.
adult,Adventure,The adventurer had a romantic encounter.,The book described a close friendship.
adult,Adventure,The book described an intimate relationship.,The hero's journey had adventurous themes.
adult,Adventure,The hero's journey had mature themes.,The hero's journey had adventurous themes.
adult,Adventure,The hero's journey had mature themes.,The story included a fun love scene.
adult,Adventure,The hero's journey had mature themes.,The story included a fun love scene.
